,y,moneyness,T,r,vol
0,0.0,0.8,0.003968253968253968,0.01,0.05
1,0.00024933459992640926,0.88,0.43197278911564624,0.011818181818181818,0.08461538461538462
2,0.030255313800131467,0.96,0.8599773242630385,0.013636363636363636,0.11923076923076924
3,0.10410613450874695,1.04,1.2879818594104309,0.015454545454545453,0.15384615384615385
4,0.19393741260879405,1.12,1.715986394557823,0.017272727272727273,0.18846153846153846
5,0.057039925096433436,0.8160000000000001,2.1439909297052155,0.01909090909090909,0.22307692307692312
6,0.12645161451573672,0.896,2.5719954648526078,0.020909090909090905,0.2576923076923077
7,0.019472263876780915,0.976,0.06511175898931001,0.022727272727272728,0.2923076923076923
8,0.13129290871205213,1.056,0.49311629413670227,0.024545454545454544,0.3269230769230769
9,0.23897716161108185,1.1360000000000001,0.9211208292840946,0.02636363636363636,0.36153846153846153
10,0.1059170277272577,0.8320000000000001,1.349125364431487,0.028181818181818176,0.3961538461538462
11,0.180697858392334,0.912,1.7771298995788791,0.010165289256198346,0.43076923076923074
12,0.27483624589981065,0.992,2.2051344347262716,0.011983471074380164,0.4653846153846154
13,0.11218491376549355,1.072,2.633138969873664,0.013801652892561984,0.052662721893491124
14,0.15397015541688264,1.152,0.12625526401036605,0.0156198347107438,0.08727810650887574
15,0.0014818557675823213,0.8480000000000001,0.5542597991577582,0.01743801652892562,0.12189349112426036
16,0.03615391582478339,0.928,0.9822643343051506,0.019256198347107435,0.15650887573964498
17,0.10925784790667392,1.008,1.4102688694525427,0.02107438016528925,0.1911242603550296
18,0.19944909446158343,1.088,1.8382734045999352,0.022892561983471074,0.2257396449704142
19,0.29831254875560553,1.168,2.2662779397473276,0.02471074380165289,0.2603550295857988
20,0.14017127920401629,0.864,2.69428247489472,0.026528925619834706,0.2949704142011834
21,0.033435316787133684,0.944,0.1873987690314221,0.028347107438016522,0.3295857988165681
22,0.13039598113161882,1.024,0.6154033041788144,0.010330578512396695,0.3642011834319527
23,0.23328002233357592,1.104,1.0434078393262067,0.012148760330578512,0.3988165680473373
24,0.34052230777587367,1.184,1.471412374473599,0.01396694214876033,0.4334319526627219
25,0.1499070891054597,0.8032,1.899416909620991,0.01578512396694215,0.46804733727810655
26,0.006643796498471188,0.8832,2.3274214447683836,0.017603305785123965,0.05532544378698225
27,0.06484069490484673,0.9632000000000001,2.7554259799157754,0.01942148760330578,0.08994082840236686
28,0.05653157893702365,1.0432,0.24854227405247814,0.021239669421487598,0.1245562130177515
29,0.14999113106768913,1.1232,0.6765468091998703,0.02305785123966942,0.1591715976331361
30,0.020138983123377502,0.8192,1.1045513443472625,0.024876033057851236,0.1937869822485207
31,0.0769088871862455,0.8992,1.532555879494655,0.02669421487603306,0.22840236686390536
32,0.15801094628805595,0.9792000000000001,1.9605604146420472,0.028512396694214875,0.26301775147928996
33,0.22993664898281085,1.0592,2.3885649497894397,0.01049586776859504,0.2976331360946745
34,0.3275501194580154,1.1392,2.8165694849368315,0.01231404958677686,0.33224852071005917
35,0.020021513669349345,0.8352,0.3096857790735342,0.014132231404958676,0.3668639053254438
36,0.09691943748084758,0.9152,0.7376903142209265,0.015950413223140496,0.4014792899408284
37,0.19171554746687958,0.9952000000000001,1.1656948493683188,0.017768595041322312,0.436094674556213
38,0.29530256171981994,1.0752,1.5936993845157108,0.019586776859504128,0.47071005917159764
39,0.19789319656383697,1.1552,2.021703919663103,0.02140495867768595,0.05798816568047338
40,0.017951570491973018,0.8512000000000001,2.4497084548104957,0.023223140495867767,0.092603550295858
41,0.08035033948583448,0.9312,2.877712989957888,0.025041322314049586,0.12721893491124261
42,0.05077769005148569,1.0112,0.3708292840945902,0.026859504132231406,0.16183431952662725
43,0.14302408184943005,1.0912,0.7988338192419824,0.02867768595041322,0.19644970414201185
44,0.2254579456651845,1.1712,1.2268383543893748,0.010661157024793389,0.23106508875739645
45,0.07689960487293174,0.8672000000000001,1.6548428895367668,0.012479338842975207,0.26568047337278106
46,0.1530361048460268,0.9472,2.0828474246841595,0.014297520661157024,0.30029585798816566
47,0.24301130782446995,1.0272000000000001,2.5108519598315517,0.016115702479338842,0.3349112426035503
48,0.34207016382695,1.1072,2.938856494978944,0.017933884297520658,0.36952662721893487
49,0.18745182782686187,1.1872,0.012703040399833403,0.019752066115702478,0.4041420118343195
50,0.03659112722768826,0.8064,0.4407075755472256,0.021570247933884297,0.43875739644970413
51,0.12029926771068672,0.8864000000000001,0.8687121106946178,0.023388429752066113,0.4733727810650888
52,0.025926774098005034,0.9664,1.29671664584201,0.025206611570247933,0.0606508875739645
53,0.10874930679211525,1.0464,1.7247211809894025,0.027024793388429752,0.09526627218934912
54,0.20448869490009736,1.1264,2.152725716136795,0.028842975206611568,0.12988165680473374
55,0.03751158906248614,0.8224,2.5807302512841868,0.010826446280991735,0.16449704142011834
56,0.0005968047536296615,0.9024,0.07384654542088945,0.012644628099173553,0.199112426035503
57,0.060107341105940126,0.9824,0.5018510805682816,0.014462809917355372,0.2337278106508876
58,0.14854075067081585,1.0624,0.929855615715674,0.01628099173553719,0.2683431952662722
59,0.2461008367693387,1.1424,1.3578601508630663,0.018099173553719004,0.3029585798816568
60,0.1052080970414489,0.8384,1.7858646860104586,0.019917355371900827,0.3375739644970414
61,0.18724669938467786,0.9184,2.213869221157851,0.021735537190082643,0.372189349112426
62,0.28141786588489215,0.9984,2.6418737563052432,0.02355371900826446,0.4068047337278107
63,0.11572363078340209,1.0784,0.13499005044194545,0.02537190082644628,0.4414201183431953
64,0.25390666773059645,1.1583999999999999,0.5629945855893377,0.027190082644628098,0.4760355029585799
65,0.0004369937523895917,0.8544,0.9909991207367299,0.029008264462809914,0.06331360946745562
66,0.023962214921715963,0.9344,1.4190036558841221,0.010991735537190083,0.09792899408284024
67,0.09191064321832443,1.0144,1.8470081910315146,0.0128099173553719,0.13254437869822486
68,0.17905581193107145,1.0944,2.275012726178907,0.014628099173553719,0.1671597633136095
69,0.2749843188758049,1.1743999999999999,2.7030172613262993,0.016446280991735535,0.2017751479289941
70,0.004514194398655663,0.8704000000000001,0.19613355546300154,0.018264462809917354,0.2363905325443787
